,GEOID,stateID,countyID,population_size,age2034,age65up,black,hispanic,asian,white,pct_college_degree_higher,pct_college_grad_student,hhincome,pct_male,pct_female,poverty,mean_commute_time,pct_english_only,pct_foreign_born,median_rent
1000,25021457200,25,21,5913,3.6,18.4,1.2,5913,7.8,84.3,78.8,12.8,142596,48.3,51.7,1.7,28.5,85.1,11.1,1498
1001,25023500101,25,23,4132,5.3,22.5,0.6,4132,1.5,89.4,47.1,35.8,94282,49.9,50.1,4.8,34.9,86.8,9.9,1400
1002,25023500103,25,23,2043,1,36.2,0.5,2043,0.8,92.7,48,22,67697,43.2,56.8,4.7,35.4,95.1,4,1366
1003,25023500104,25,23,4227,3.9,17.2,0.3,4227,0.4,96,39.1,25,79276,49.7,50.3,5.1,39.9,97.7,2.2,1148
1004,25023501101,25,23,3219,2.5,16.8,0.3,3219,0.8,95.8,70.3,7.9,140714,52.1,47.9,6.2,34.2,95.2,3.5,1681
1005,25023501102,25,23,8797,3.8,17,0.2,8797,0.6,98.1,70.5,17.2,135726,47.2,52.8,4.9,34.8,97.5,3.5,1374
1006,25023501201,25,23,3903,2,17.1,0.3,3903,1.5,93.4,72.8,11.8,140417,44.6,55.4,3.2,37.4,93.3,4.8,2192
1007,25023501202,25,23,7128,3.6,31.6,0.5,7128,3.1,93.2,66.9,12.4,101576,47.7,52.3,7.8,41.2,93.5,7.3,2441
1008,25023502101,25,23,6697,7.5,9.4,2.1,6697,0,93.6,22.5,26.6,73293,52.6,47.4,7.7,27.8,91.7,6.4,1344
1009,25023502102,25,23,5325,4,13.2,8.1,5325,1,85,37,27.6,81875,53.2,46.8,8.1,28.5,88.6,5,889
1010,25023502200,25,23,5827,6.3,26.6,0.5,5827,0.6,95,28.4,22.1,76107,49.8,50.2,2.9,30,95.8,4,1159
1011,25023503101,25,23,7146,7,14.4,1.1,7146,1.1,96.6,49.8,15.7,114135,48.3,51.7,6,36.2,97.1,3.1,1437
1012,25023503102,25,23,7182,4.5,19.3,0,7182,2.1,94.8,42.7,20.7,103802,48.9,51.1,1.7,33.1,94.2,3.1,1045
1013,25023504101,25,23,5646,3.3,20.3,0.8,5646,1.2,94.4,59.3,11.9,104688,49.4,50.6,3.9,36.5,96.8,3.6,556
1014,25023504102,25,23,5251,2.4,16.6,0,5251,0.6,95.4,67.5,13.8,149650,49.2,50.8,3.2,37,97,3.3,
1015,25023505101,25,23,6161,5.1,18.3,0.3,6161,0.8,94.3,59.8,9.3,102516,47.8,52.2,2.6,33.2,96.4,4.1,1107
1016,25023505102,25,23,5360,4,15.7,0.1,5360,0.2,97.5,58.9,23.4,128063,48.7,51.3,3.4,40.3,96.7,3.2,894
1017,25023505200,25,23,6970,1.9,23.3,0.3,6970,0.7,95.7,47.6,14.1,113953,45.8,54.2,6.5,39.2,92.8,9.1,1180
1018,25023506101,25,23,6739,6.8,16.8,0.3,6739,0.9,95.5,50.8,29.1,117340,46.2,53.8,2.2,38.4,97,1.9,
1019,25023506102,25,23,5950,3.1,12.5,0.2,5950,0.7,90.3,43.6,11.8,79159,47.4,52.6,11.3,30.5,79.8,14.4,1451
1020,25023506202,25,23,2531,6.6,20.3,0,2531,1.4,96.8,50.4,27.5,102411,46.1,53.9,5.3,36.6,96.6,2.8,1391
1021,25023506203,25,23,5205,5.5,15.4,0,5205,0,95.5,36.5,26.4,77098,47.2,52.8,7.3,34.2,92.2,4.8,1056
1022,25023506204,25,23,5223,4.6,19.7,0.1,5223,0,98.1,39.2,24.2,78256,45.2,54.8,4.7,38.8,98.5,1.1,1446
1023,25023507101,25,23,5586,4.5,19.3,1.8,5586,1.6,94.5,61.2,19.3,110417,47.7,52.3,6.6,37.1,96.8,2.2,2575
1024,25023507103,25,23,4474,3,20.6,0.1,4474,0.3,98.2,77.8,15.1,142639,51,49,1.9,34.8,97.3,2.5,3501
1025,25023507104,25,23,5512,8.1,18.1,0.5,5512,0.6,98.5,68.6,23.9,118994,48.2,51.8,3.1,35.7,98.7,1.9,1867
1026,25023508101,25,23,6713,7.9,13.9,0.8,6713,1.6,92.5,45,23.6,95525,51.9,48.1,3.1,35.9,97.5,2,1761
1027,25023508102,25,23,5143,6.4,12.6,0.2,5143,0.2,95.1,25.1,24.3,94447,47.3,52.7,4.7,37.4,97.8,1.1,1527
1028,25023508200,25,23,6374,4.5,15,0.3,6374,2.5,93.2,42.8,21.3,104781,49.5,50.5,5.1,41.3,98,5.5,
1029,25023509101,25,23,7190,6.5,14.8,0.1,7190,0.7,94.9,46.8,23.4,112535,45.7,54.3,8.9,31.6,95.7,2.7,1238
1030,25023509102,25,23,6020,5.9,20.3,1.9,6020,0.7,94.8,40.6,22.4,83636,47.9,52.1,3.8,32.2,94.6,3.2,1244
1031,25023510100,25,23,4824,6,12,21.6,4824,0.5,59.3,18.2,32.9,73467,53.4,46.6,3.6,34.7,76.9,16.2,1148
1032,25023510200,25,23,6676,8.9,9,37.2,6676,5.6,39.8,17.9,24.2,70336,50,50,6.2,33.3,62.1,24.6,1313
1033,25023510300,25,23,3848,3.7,11.5,53.8,3848,1.8,18.2,11.6,13.9,38148,48.6,51.4,22.8,39.1,36.7,33.1,1053
1034,25023510400,25,23,3585,5.7,5.9,54,3585,1.3,16.3,13,20.4,36549,49.5,50.5,28.1,27.3,34.9,43.7,1204
1035,25023510501,25,23,2762,8.4,17.9,34.8,2762,3.4,46.4,25.8,24.3,54015,45.5,54.5,8.6,28,64.5,28.7,1102
1036,25023510502,25,23,5771,6.6,19.2,52.5,5771,0.2,29,16.1,32.1,32878,40.4,59.6,20.4,28.6,46.6,39.5,683
1037,25023510503,25,23,4849,6.5,13.7,39,4849,1.8,38.8,15.3,28.2,44071,46.1,53.9,30.8,32.5,52,28,1135
1038,25023510600,25,23,3179,9.6,22.4,28.8,3179,1.5,56.8,34.7,43.9,103854,44.9,55.1,1.5,29.9,69.5,13.4,1263
1039,25023510700,25,23,6180,6.4,10.7,41.5,6180,1.3,36.7,27.1,21.8,53094,48.4,51.6,17.8,29.3,59.3,28.5,1215
1040,25023510800,25,23,6464,13,6.9,40,6464,1.8,14,12.3,24.4,44389,47.2,52.8,23.9,29.6,28.9,51.4,1145
1041,25023510900,25,23,2269,13.8,16.5,51.6,2269,2.1,23.1,11.1,36.7,15726,50.9,49.1,51.1,22.6,49.2,23.5,416
1042,25023511000,25,23,3269,6.5,8.4,52.2,3269,1.8,30.2,20.9,18.1,54359,47.9,52.1,27.8,32.2,58.9,25.6,1075
1043,25023511100,25,23,5343,5.8,14.1,26.4,5343,3.8,54.9,17.6,32.3,72120,49.3,50.7,9.5,34.5,68.2,21.5,1235
1044,25023511200,25,23,5028,4.9,16.2,38.8,5028,0.1,39.2,15.6,25.5,46635,48.9,51.1,12.8,27.9,62.6,22.4,526
1045,25023511301,25,23,5426,8.8,12.7,30.5,5426,1.4,35.7,15.7,20.6,51425,43.3,56.7,15,29.3,67.6,17.5,1090
1046,25023511302,25,23,3275,5.9,13.8,24,3275,1.3,50.1,15.1,19.7,70642,45.6,54.4,12.9,32.9,70.3,12.6,508
1047,25023511400,25,23,4240,4.5,6.2,58.3,4240,0,17.2,9.5,15.2,47702,45.9,54.1,20.5,26.8,39.1,36.8,1255
1048,25023511500,25,23,4838,8.6,7,55.3,4838,1.6,14,12.6,25.8,45156,45.2,54.8,23.8,28.6,39.1,42.4,1185
1049,25023511600,25,23,6523,7.5,13.2,33.1,6523,2.7,41.6,11.3,18.5,40992,49.4,50.6,17.7,30.4,66.5,24.1,909
1050,25023511701,25,23,4206,2.8,17.1,33.4,4206,3.1,54.7,25.3,24.9,75577,45.1,54.9,4.5,32.4,73.3,20.4,1108
1051,25023511702,25,23,2606,2.6,22.2,19.5,2606,2.8,69.4,28.4,18,81174,56.8,43.2,3.7,32.9,83.5,12,1165
1052,25023520100,25,23,6721,6.7,13.6,1.1,6721,3.6,90.8,30.9,22.5,96528,45.8,54.2,2.7,31.5,86.9,8.9,1343
1053,25023520201,25,23,3761,8.1,13.4,3,3761,1.9,87.2,39,24.6,68167,49.7,50.3,5.9,34.2,91.5,7.2,1157
1054,25023520202,25,23,5793,9.6,12.9,4.4,5793,1.3,90.6,34.3,31.3,94038,45,55,3.1,34.3,93.3,9.3,985
1055,25023521101,25,23,4374,6.5,14.4,1.4,4374,2,94.3,28.5,18.6,82969,52.3,47.7,8.1,30.5,96.1,3.2,418
1056,25023521102,25,23,3645,6.7,9.4,0.8,3645,0.9,88.5,32.9,13.8,81579,45.9,54.1,8.9,33.3,90.8,4.3,1288
1057,25023521201,25,23,3108,5.6,12,0,3108,0.5,96.6,26.8,24.4,68558,47.4,52.6,5.9,29.7,96.8,2.1,1139
1058,25023521202,25,23,3737,7.8,14.6,0.5,3737,0,97.1,31.7,22.6,88321,49.7,50.3,4.2,35,97.6,2.8,951
1059,25023522101,25,23,4693,6.6,12.8,0.7,4693,2,94.6,31.8,20.7,98824,51.8,48.2,2.9,37.6,98.1,2.5,1028
1060,25023522102,25,23,5867,6.9,16.3,0.4,5867,1,94.2,31.9,33.4,95675,51.1,48.9,3.9,34.7,97.7,2.8,927
1061,25023523100,25,23,3169,4.2,12.9,0.3,3169,2.2,83.1,29.9,22.3,79274,48.4,51.6,8,28.1,89.6,7.2,1404
1062,25023523201,25,23,2991,7.1,15.1,0.8,2991,1,92.6,27.5,21,93491,51.6,48.4,2.8,29.7,94.3,5.9,1071
1063,25023523202,25,23,8141,5.5,16.4,5.9,8141,2.3,90.1,28.8,20.4,90417,44.4,55.6,7.4,37.8,94.6,3.8,1032
1064,25023524101,25,23,3281,5.9,17.4,1.2,3281,0.2,93,40.4,27,100389,51.8,48.2,1.8,33.7,93.2,2.1,1054
1065,25023524102,25,23,3836,6.2,19.2,2.1,3836,0,90.9,29.3,22,79338,50.9,49.1,5.1,31.4,94.9,3.5,1319
1066,25023525101,25,23,6347,17.1,13.9,5.9,6347,3.8,85.6,33.7,41.5,74941,48.4,51.6,10.8,32.1,92.5,8,1307
1067,25023525104,25,23,6784,7,12.1,0.2,6784,2,92.6,48.8,43.9,123427,51.7,48.3,4.7,32.3,92.8,3.3,1697
1068,25023525203,25,23,5771,9.6,20.8,10.3,5771,0.6,87,26.1,33,67547,51.9,48.1,16.4,34.8,89.8,5.9,1404
1069,25023525204,25,23,3810,8,12.7,10.5,3810,1.9,85.4,32.7,29.5,126048,49.6,50.4,3.4,33.9,93.6,6,1266
1070,25023525300,25,23,1677,5.4,11,22.4,1677,0.4,50.6,6.5,1.5,,98.9,1.1,0,,68.8,11,
1071,25023526100,25,23,7739,6.8,14.9,2.7,7739,0.2,93.8,27.3,22.4,77993,48.2,51.8,4.6,34.8,97.6,3.8,1599
1072,25023530100,25,23,4264,6.6,19.3,2.6,4264,0.6,84.3,28.5,25.3,51591,45.1,54.9,15.3,30.9,93.9,5.3,619
1073,25023530200,25,23,3779,7.4,15.2,3.7,3779,0,87.1,21.8,23.8,53871,45,55,14.8,26.8,74.4,20,1339
1074,25023530300,25,23,4029,7.4,17,1.3,4029,0.1,91.1,31.7,28.2,61343,46.5,53.5,4.6,25.8,92.6,6.4,1173
1075,25023530400,25,23,6074,4.9,21,0,6074,2.5,94.5,35.4,21.8,100972,45.5,54.5,3.4,29.3,94.2,3.5,1597
1076,25023530500,25,23,4987,5.7,27.3,4.3,4987,1.8,88.8,27.7,34.3,57336,42.9,57.1,7.7,24.9,88.3,8.3,1237
1077,25023530600,25,23,6682,6.8,13.4,5.8,6682,1.3,84.3,30.6,28.4,105859,60,40,5.2,31.6,91.5,4.7,1500
1078,25023530700,25,23,4927,2.9,39.5,1,4927,1.2,97.8,56.1,30.3,95368,42.9,57.1,5.3,34.4,93,6.5,2009
1079,25023530801,25,23,6151,5,25,0,6151,0.3,99.5,39.9,22.7,90516,50.9,49.1,7,39.6,96.9,4.9,2106
1080,25023530802,25,23,4542,3.1,18.5,0.2,4542,1.2,93.7,38.6,21.9,82617,50.5,49.5,6.9,35.3,96.9,2.3,1493
1081,25023530901,25,23,8509,6.8,10.8,0.5,8509,0.9,91.9,33.7,17.7,92888,46.4,53.6,2.3,38.6,91.4,7.8,1552
1082,25023530902,25,23,4751,4.7,18.6,1.7,4751,2.3,91.8,44.6,22.7,103889,51,49,4.4,35.6,95.3,5,1679
1083,25023540101,25,23,3921,3.9,19.4,0.5,3921,0,94.5,35.3,22,69712,48.5,51.5,5.5,33.7,92.8,5.9,1373
1084,25023540102,25,23,2798,5.5,15.9,0.1,2798,0,97.2,30.6,28.5,97169,48.1,51.9,3,34.2,96.1,1.5,1318
1085,25023540103,25,23,4526,5.6,10.6,0.4,4526,1.4,94.7,40,26.4,129643,51.7,48.3,1.2,33.4,95.4,3.2,
1086,25023541100,25,23,5462,4.5,15.5,0.8,5462,1.9,94.5,43,21,103472,54.1,45.9,4.7,32.5,93.8,4.2,995
1087,25023542101,25,23,7779,4.8,11.8,0,7779,1.1,93.8,32.6,20.7,99115,53.3,46.7,2.4,31.4,96.9,3.9,1160
1088,25023542102,25,23,2534,5.3,18.5,3.9,2534,0.2,91.6,28.5,25.4,73393,52.1,47.9,3.7,35.5,95.3,1.7,728
1089,25023542200,25,23,6438,4.7,30.3,4.8,6438,0,92.8,25.2,22.7,76854,50.9,49.1,3.5,30.7,98.7,2.2,1193
1090,25023542300,25,23,7462,2.3,13.5,2.1,7462,0.3,89.3,30.1,21.9,61463,49.9,50.1,18.7,28.6,94.5,3.6,1143
1091,25023543100,25,23,2912,4.3,15.2,1,2912,0.5,95.8,32.2,30.5,87438,51.7,48.3,4.4,33.8,95.1,2.9,1216
1092,25023544100,25,23,5838,3.7,11.8,1,5838,1,92.8,22.5,21.5,97337,52.1,47.9,4.3,36.6,97.1,2.8,1481
1093,25023544200,25,23,5779,4.6,27.5,2.9,5779,0.4,95.8,17.5,16,58125,44.3,55.7,4.9,33.7,95.9,5,
1094,25023545100,25,23,7138,5.5,21.5,2.2,7138,1.2,86,21.8,13.8,75919,48.9,51.1,9.4,30.9,94.8,1.4,1312
1095,25023545200,25,23,5703,8,12.3,2.5,5703,1.1,77,21,22.1,65283,49.7,50.3,15.1,28.9,95.5,1.9,1213
1096,25023545300,25,23,3674,5.9,21.9,1.7,3674,0,93.4,30.3,29,73892,49.8,50.2,8.7,25.2,90,7,1145
1097,25023545400,25,23,6020,4.6,22.1,2.5,6020,0.3,83.8,25.3,24.5,60111,45.3,54.7,13,24.8,93.3,5,902
1098,25023560100,25,23,6245,7.4,22.4,0,6245,0.1,96.2,46.8,29.2,85870,47.6,52.4,4.6,28.1,92.4,3.6,1142
1099,25023561100,25,23,5065,2.2,28.7,1.7,5065,0.5,89.3,51.8,14.2,76576,45.3,54.7,5.6,31.1,92,3.1,1078
1100,25023561200,25,23,3045,45,2.2,12.5,3045,1.4,70.1,48.9,99.5,36023,45,55,29.8,19.5,84.3,5.8,1060
1101,25023990003,25,23,0,,,,0,,,,,,,,,,,,
1102,25025000100,25,25,4668,8.2,8.9,5.7,4668,22.4,54.7,50.4,42.8,72478,50.3,49.7,13.4,28.7,56,30.8,1781
1103,25025000201,25,25,3857,14.8,10.3,5.1,3857,10.2,75.2,64.5,71.4,80496,46,54,14.5,29.6,74.9,21.6,1991
1104,25025000202,25,25,3982,12,11.5,6.3,3982,11.8,57.4,52.7,41.7,72529,50.1,49.9,18.2,31.2,69.1,17.4,1698
1105,25025000301,25,25,2905,14.3,10.2,5.3,2905,14.9,66.9,63.7,54.2,101761,58.2,41.8,8.5,29.3,70.2,19.8,1872
1106,25025000302,25,25,3385,9.6,12.5,6.7,3385,15.7,63.4,66.6,66.1,90691,48.9,51.1,11.3,33.1,64.4,24.6,1823
1107,25025000401,25,25,5112,16.5,21.2,1.3,5112,23.7,66.7,62.7,86.2,50082,43.4,56.6,27.4,34.3,55,36.9,1301
1108,25025000402,25,25,3431,14,11.5,1.7,3431,15.9,68.9,76.1,76.2,69661,49.9,50.1,17.8,33.7,73.3,24.7,1788
1109,25025000502,25,25,5881,40.8,7.4,2.1,5881,9.9,76.4,76.5,97.5,57621,45.2,54.8,20.1,24.7,75.8,18.3,1495
1110,25025000503,25,25,2123,20.6,10.2,1.9,2123,7.2,78,79.7,98.8,62389,51.6,48.4,20.3,35.6,76.6,19.4,1776
1111,25025000504,25,25,4449,17.4,21.6,1.7,4449,12.8,70.8,70.2,91.1,44065,41.6,58.4,25.2,34,69.5,22.6,1546
1112,25025000601,25,25,3800,15,9.8,2.3,3800,19.4,63.3,61.1,69.4,64625,52.3,47.7,13.4,33.1,68,26.7,1826
1113,25025000602,25,25,3896,20.4,11,10,3896,18.8,46.1,54.2,65.6,31023,39.3,60.7,34.4,35.1,55.8,32.8,1321
1114,25025000701,25,25,4296,23.1,7.2,8.1,4296,19.4,59.8,75.9,94,58199,49.2,50.8,27,36.2,68.4,28.1,1730
1115,25025000703,25,25,1926,43.3,2.2,5.2,1926,31.9,48.4,84.2,99.3,32778,49.7,50.3,40.6,33.5,53.8,38.8,1605
1116,25025000704,25,25,4582,20.6,3.2,4.9,4582,29.2,47.3,74.5,81.4,60039,53.8,46.2,26.6,35.9,51.4,41.9,1666
1117,25025000802,25,25,6598,27.1,6.6,5.2,6598,15.4,57.9,55.4,91.5,39443,52.9,47.1,31.7,31.3,58.2,34.7,1688
1118,25025000803,25,25,6257,31.8,0.5,8.4,6257,19.7,57.1,94.6,99.7,67647,42,58,31.1,18.3,63.1,29.6,2377
1119,25025010103,25,25,3714,33,0.4,3.2,3714,26.4,52.4,88.8,100,31218,43.2,56.8,37.1,19.4,56.4,26.7,1440
1120,25025010104,25,25,4891,26.2,6,2.2,4891,17.2,64.3,82.3,96,58409,44.5,55.5,23.5,22.7,62.6,23,1937
1121,25025010203,25,25,5174,27.3,4.7,1.7,5174,22.4,59.5,73.7,96.4,34677,52,48,49.6,24.5,52.9,36.1,1831
1122,25025010204,25,25,3354,43.3,1,1.6,3354,27.5,58.7,90.8,100,36500,48,52,41.2,22.1,59.7,30.7,1673
1123,25025010300,25,25,5389,40,0.6,5.9,5389,11.2,70.2,73.8,98.9,36250,34,66,23.1,15.3,73.4,14.6,1307
1124,25025010403,25,25,2869,19,14.2,9.9,2869,14.9,59.1,63.8,93.7,30500,48,52,34.5,27.2,65.5,28.3,1809
1125,25025010404,25,25,5134,38.2,2.3,4.9,5134,23.1,59.5,72.8,99,22930,50.8,49.2,59,21.3,60.7,26.6,1843
1126,25025010405,25,25,6081,41.9,7.1,8.3,6081,13.3,62.3,46.2,99,19267,46.8,53.2,44.9,21,66.6,19.8,759
1127,25025010408,25,25,1381,14,2.7,2.7,1381,21.9,66.4,89.8,87.4,65893,45,55,19.5,27.3,61.7,31.2,1866
1128,25025010500,25,25,3391,15.7,9.7,8.1,3391,16.6,57.9,74.5,90.8,51219,54.3,45.7,27.4,24.1,54.9,36.4,1828
1129,25025010600,25,25,3127,3.5,23.4,9.7,3127,15.2,70.9,81.7,77.5,90848,41.4,58.6,12.8,21.2,74.5,24.6,2623
1130,25025010701,25,25,2706,13.7,9.4,1.4,2706,9.8,74.2,90.2,81.6,104973,48.7,51.3,9.9,25.2,79.9,18.5,2055
1131,25025010702,25,25,2587,5,15.2,1.7,2587,4.4,87.3,86.2,74.7,132115,45.4,54.6,6.7,23.8,85.4,12.4,2253
1132,25025010801,25,25,3204,7,16.4,2,3204,5.6,84.5,89,65.7,112893,45.6,54.4,6.1,22.2,81.1,20.3,1900
1133,25025010802,25,25,3161,6.6,12.6,0.9,3161,6.2,81.4,88.7,84.7,127188,50.1,49.9,6.5,22.3,81,16.7,2041
1134,25025020101,25,25,4910,3.3,16.2,1.1,4910,5.4,86.2,89.5,35.8,109455,47.5,52.5,5.2,24.4,84.7,13.4,1987
1135,25025020200,25,25,3787,10.7,8.3,1.8,3787,7.5,78,88.5,89.8,78616,47.5,52.5,13.9,23.1,76.2,11.2,1917
1136,25025020301,25,25,2355,8.7,18.7,1.8,2355,18,67.4,84.4,86.3,102650,44,56,12.8,21.2,68,28.5,2551
1137,25025020302,25,25,1054,17.7,8.2,0,1054,5.1,90.3,96.3,81.4,94531,42.4,57.6,12,23,92,13,1951
1138,25025020303,25,25,3818,6.8,10.2,10.2,3818,13.3,59.7,66.8,57.3,91964,57.8,42.2,19.6,22.1,67.3,22.4,2463
1139,25025030100,25,25,2255,11.4,12.2,0,2255,2.6,93.2,86.4,77,91477,56.3,43.7,7.6,26.4,88.2,11.5,1837
1140,25025030200,25,25,1697,14.1,9.3,1.1,1697,1.9,83.8,73.8,74.9,88690,52.2,47.8,11.5,24,75.3,14.4,1802
1141,25025030300,25,25,5582,6.4,18.2,7.5,5582,8.7,77.7,70.7,76,116538,56.4,43.6,16.9,20.7,78.4,16.8,2516
1142,25025030400,25,25,2747,11.8,11.2,0.9,2747,2.7,89.6,73.4,85.6,89259,52.9,47.1,9.7,24.4,83,10.8,1899
1143,25025030500,25,25,2572,12.4,12.4,0.1,2572,5.2,86,83.7,77.1,108322,43,57,9.5,23,84,14.3,1928
1144,25025040100,25,25,2465,2,15.6,0,2465,1.3,93.1,75.9,28.4,151250,43.3,56.7,2.3,26.4,87.8,13.8,1619
1145,25025040200,25,25,1924,3.6,9.3,13.7,1924,4.8,53.7,47.4,17.6,58393,50.3,49.7,24.3,34.2,61.9,24.6,597
1146,25025040300,25,25,4192,1.7,10,3.3,4192,10.8,79.5,72.1,18.8,108426,47.3,52.7,18,30.9,82.8,13.2,1772
1147,25025040401,25,25,2753,4.3,10.1,0.9,2753,6.1,85,49.7,49.8,88611,36.7,63.3,21.3,27.7,88.6,8.8,969
1148,25025040600,25,25,3081,5.9,7.5,2.7,3081,4.7,85.5,77.6,48.5,138906,52.6,47.4,2.5,29,91.2,6.3,1927
1149,25025040801,25,25,4486,6.6,10.4,13.2,4486,10.4,49,50.7,38.4,59073,45.3,54.7,32.5,31,60.6,24.5,663
1150,25025050101,25,25,5359,6.1,10,3.5,5359,4.5,29.5,21.5,23.7,40716,52.5,47.5,28.1,30,28.5,46.3,1074
1151,25025050200,25,25,6125,9.2,7.4,3.2,6125,4.4,20.1,17.1,22.7,52318,53.3,46.7,17,35.8,18.7,61.7,1316
1152,25025050300,25,25,2288,11.6,18.6,11.8,2288,6.7,32.6,13.5,35.1,17305,51.4,48.6,37.2,26.7,42.6,46.7,526
1153,25025050400,25,25,2560,7,9.2,0.9,2560,1,37.5,30.1,35.3,57120,58.4,41.6,8.4,30.8,40.1,51.3,1389
1154,25025050500,25,25,2502,10.9,5,1.7,2502,2.1,34.7,25.2,29.7,56726,53,47,10.9,31.2,28.7,57.2,1452
1155,25025050600,25,25,2409,9.7,2.4,5.8,2409,1,25.1,21.2,33.3,66250,56.8,43.2,13.5,31.8,29.7,61.8,1308
1156,25025050700,25,25,5594,7.5,5.4,0.6,5594,1.4,21.8,18.8,16.6,55929,58.7,41.3,26.2,33.1,21,63.3,1400
1157,25025050901,25,25,4518,7.6,6.5,0.4,4518,4.3,19.1,15.6,13.4,53302,54.2,45.8,19.7,35.6,21.4,58.7,1368
1158,25025051000,25,25,4659,6.4,12.7,3.3,4659,3.9,49.9,21.9,30.3,48619,48.3,51.7,20,25.9,51.6,28.2,1174
1159,25025051101,25,25,7317,7.8,11.9,1.3,7317,5.7,39.1,24.9,27.9,56464,53.3,46.7,21.1,34.5,36.2,44.9,1266
1160,25025051200,25,25,2898,2.6,9.9,0.6,2898,4.3,58.5,39.2,27.4,67339,51.8,48.2,13.6,32.7,51.2,35.4,1232
1161,25025060101,25,25,3630,3.7,10.9,1.1,3630,1.1,94.9,70.8,47.6,118594,51.2,48.8,4,27.6,94.4,3.4,1812
1162,25025060200,25,25,2330,4,10.9,0.3,2330,2.5,95.6,60.5,35.5,112411,49.7,50.3,6.1,27.8,92.7,5.7,1940
1163,25025060301,25,25,3582,5,10.1,0.6,3582,0.9,96,66.4,50.6,108409,45.6,54.4,8.4,29.7,97,4.7,1670
1164,25025060400,25,25,5652,3.8,14.3,2.1,5652,2.5,93,68.5,86,104127,47.1,52.9,11.5,27.4,90.2,7.6,1732
1165,25025060501,25,25,4203,8.2,5.2,0.7,4203,2.5,94,74.6,41,114500,51.5,48.5,4.5,26.8,96.3,7.3,1825
1166,25025060600,25,25,3219,2.2,6.4,1.8,3219,10.8,82.2,83,64.6,151250,53.7,46.3,5.5,26.2,78.4,18.9,2981
1167,25025060700,25,25,2624,8.4,8,36.7,2624,9.1,13.8,7,21.1,19095,39.9,60.1,49.1,29.9,38.2,39.6,472
1168,25025060800,25,25,4369,2.7,8.7,0.2,4369,6,84.6,68.8,58.6,103222,48.9,51.1,6.4,26.6,88.7,6,1794
1169,25025061000,25,25,3294,5.6,6.6,16.5,3294,2.5,40.2,36.5,24.2,26125,47,53,36.6,32.8,54.2,25,430
1170,25025061101,25,25,2263,7.7,6.3,21.5,2263,18.1,16.1,12.6,17.2,13929,40.1,59.9,60.5,28,44.2,30.8,343
1171,25025061200,25,25,4265,8.4,5.7,1.2,4265,4,89.4,72.6,64.1,125841,58.3,41.7,7.5,25.7,82.9,13.6,2255
1172,25025070101,25,25,6496,10.2,11,2,6496,28.4,57.1,71.1,83.2,88526,47.7,52.3,21.1,20.7,63.3,33.8,2171
1173,25025070200,25,25,5503,12.1,14.6,1,5503,58.7,33.9,32.8,88.4,21773,44.3,55.7,27.4,18.9,38.7,49.7,868
1174,25025070300,25,25,4453,5.3,19.5,1.7,4453,10.7,76.4,80,71.9,112500,51.1,48.9,6.1,26.4,76.6,20.7,1484
1175,25025070402,25,25,2207,7.7,20,14.4,2207,56.5,20.6,30.5,48.9,25750,46.8,53.2,39.6,28.8,34.3,53.2,675
1176,25025070500,25,25,5905,4.1,11.4,3.7,5905,21,54.2,66.5,44.5,117615,50.1,49.9,21.2,27.9,64.1,24.3,1071
1177,25025070600,25,25,2507,3.3,11,4.3,2507,7.4,83.2,87.4,32.9,139432,46.5,53.5,5.1,24.5,83.6,10.8,2637
1178,25025070700,25,25,2783,5.2,11.9,22.9,2783,8.4,58.2,64.4,47.4,97100,46.9,53.1,8.7,26.6,75.4,21.8,1548
1179,25025070800,25,25,3452,15.5,9.3,16.4,3452,6.7,64.7,72.3,82.2,79500,50.6,49.4,18.5,26,83.9,8.5,1898
1180,25025070900,25,25,2966,6.8,8.7,20.4,2966,8.3,49.3,64.1,46,61118,40.4,59.6,17.6,27.6,66,21.5,1218
1181,25025071101,25,25,4186,4.5,11.8,8.3,4186,21.9,49.5,67.1,78.9,61786,49.8,50.2,29.9,26.2,57.8,34.1,978
1182,25025071201,25,25,3581,5.1,11.8,14.1,3581,15.1,38.8,43.9,33.1,52056,52.1,47.9,32.1,23.3,52.6,23.9,575
1183,25025080100,25,25,2724,12,7.5,45,2724,0.9,15.1,15.6,28.2,31220,64.3,35.7,24.8,23.9,42.7,29.1,1044
1184,25025080300,25,25,2342,7.8,4.6,64.5,2342,2.1,2.3,27.9,29.1,39190,45.4,54.6,20.6,31.3,64.7,25.1,1143
1185,25025080401,25,25,3091,4.4,13.6,42.6,3091,2.5,7.9,24,19.9,19412,48.3,51.7,37.8,29.1,56.4,20.9,655
1186,25025080500,25,25,3123,11.4,7,33.3,3123,3.7,12,16.5,38.9,23665,49.6,50.4,42.4,32.6,44.9,33.7,646
1187,25025080601,25,25,4334,26.4,4.8,26.8,4334,17.3,37.5,21.5,88.1,16094,49.1,50.9,45,24.9,60.2,20.3,548
1188,25025080801,25,25,4493,26.6,4.7,25.5,4493,9.5,30.2,11.6,76.5,28618,48.6,51.4,40,21.2,51.9,23.5,524
1189,25025080900,25,25,3786,41.4,9.6,7.3,3786,21.2,65.5,71.1,90.8,54137,56.1,43.9,40.9,22.6,60,30.5,1926
