,GEOID,stateID,countyID,population_size,age2034,age65up,black,hispanic,asian,white,pct_college_degree_higher,pct_college_grad_student,hhincome,pct_male,pct_female,poverty,mean_commute_time,pct_english_only,pct_foreign_born,median_rent
1190,25025081001,25,25,4993,22.5,11.6,17.8,4993,27,33.3,40.3,67.1,24940,44.4,55.6,45.8,29.4,47.7,37.3,680
1191,25025081100,25,25,4134,18.4,19.2,11.2,4134,15.5,51.8,61.6,78.1,51310,51.7,48.3,33,29.6,57.3,31.2,1517
1192,25025081200,25,25,3577,6.8,7.7,15.9,3577,5.8,21.5,33.9,29.8,27279,44.2,55.8,36.7,26.8,42.3,28.3,407
1193,25025081300,25,25,5573,14.1,17.7,40.1,5573,2.5,10,20.8,46.3,17690,49.1,50.9,45.1,32.6,38.9,37.7,507
1194,25025081400,25,25,2920,23.4,11.8,42.4,2920,7.3,31.7,41.4,64.9,38043,55.1,44.9,27.5,28.9,71.8,18.6,1172
1195,25025081500,25,25,2453,10.8,8.8,52.5,2453,1.9,9,29.1,29.1,31970,46.9,53.1,32.7,30.9,59.2,22.9,850
1196,25025081700,25,25,3882,11.7,12.7,65.1,3882,4.1,5.3,19.9,43.6,36228,44.6,55.4,29.4,26.5,70.5,19.8,822
1197,25025081800,25,25,3535,4.1,7.6,53.6,3535,0,4.1,19.6,20,29829,42.7,57.3,24.8,26.1,57.5,30.6,1005
1198,25025081900,25,25,3547,8,10.7,65,3547,0.6,1.2,21,25.9,23750,43.1,56.9,41.9,33.8,56.6,32.2,901
1199,25025082000,25,25,2907,4.4,15.2,68.5,2907,0.3,2,29.8,8.8,36067,46.6,53.4,27.9,29.4,60.2,19.6,1088
1200,25025082100,25,25,5396,9.1,11.4,62.1,5396,0.6,4.4,17.3,23.5,19129,47.2,52.8,40,31.7,60.9,29.6,460
1201,25025090100,25,25,4949,9.4,10.2,64,4949,1.3,2.7,13.2,25.9,30283,44.4,55.6,33.8,30.8,60.5,37.5,684
1202,25025090200,25,25,2455,10.5,6.8,54.7,2455,0.7,1.4,12,7.5,27417,50.7,49.3,35.9,34.6,42.9,38.9,893
1203,25025090300,25,25,3389,8.4,7.3,61.1,3389,0,1.6,13.3,17.3,30878,41.9,58.1,37,41.6,54.8,30.9,856
1204,25025090400,25,25,4310,8.5,9.6,59.7,4310,3.3,3.3,23.3,22.6,38750,44.9,55.1,25.9,34.8,53,42.3,1093
1205,25025090600,25,25,2442,8.6,8,60.6,2442,5.6,7.9,16.1,26.7,39750,51.1,48.9,23.6,33.3,37.5,46.6,1365
1206,25025090700,25,25,4179,9.9,6.7,5.5,4179,12.1,54.1,39.5,43.6,62358,60.8,39.2,25.7,29,57.4,34,1368
1207,25025090901,25,25,3853,24.9,5.6,13,3853,28.1,29.6,55.1,76.6,28036,46.9,53.1,48.1,28.4,29.9,55.7,1943
1208,25025091001,25,25,3046,2.3,9.2,12,3046,24.4,59.7,56.2,19.9,83550,48.7,51.3,10.4,27.3,67.2,30,1538
1209,25025091100,25,25,5044,9.9,9.1,4.9,5044,27.7,54.9,51.6,51.8,77500,52.1,47.9,15,29.6,62.5,34.7,1522
1210,25025091200,25,25,3022,4.1,9.4,28.1,3022,6.6,37.9,42.6,33.4,83750,54.4,45.6,22.3,28.8,61.3,27,1121
1211,25025091300,25,25,2559,15.4,8.9,51.6,2559,3.8,10.7,20.1,39.4,31161,49.6,50.4,21.8,33.6,35.9,37.8,1067
1212,25025091400,25,25,3089,5.4,9.7,48.3,3089,0.8,9.2,16.2,24.1,45598,53.8,46.2,23.8,29.2,46.2,35,1003
1213,25025091500,25,25,5206,9.5,9.4,42.4,5206,3,10.2,16.2,20.5,52333,47.2,52.8,20.1,31.7,35.1,50,1296
1214,25025091600,25,25,2958,9.3,9.1,37.5,2958,19,18.8,23.6,30.2,43770,55.5,44.5,24.4,30.4,51.9,35.9,1381
1215,25025091700,25,25,3245,8.2,8.8,51.6,3245,11.4,3.2,13.7,25.4,40725,43.3,56.7,21.6,32.6,39.8,50.5,1410
1216,25025091800,25,25,3631,7.1,12.8,68.6,3631,0.1,3.4,5.2,25.9,36426,46.4,53.6,26.1,33.5,53.3,45,1184
1217,25025091900,25,25,4010,5.2,13.9,66.2,4010,0.5,4.6,8.9,18.6,50966,43.8,56.2,19.7,31.4,57.3,33.4,1228
1218,25025092000,25,25,5425,6.8,9.9,50,5425,6.2,7.3,15.3,25.6,48493,47.8,52.2,28.8,35.1,45.2,34.3,1350
1219,25025092101,25,25,7141,6.4,11.4,26.2,7141,34.8,30.8,21.2,33.8,52924,53.2,46.8,20.5,31,51.9,39.9,1365
1220,25025092200,25,25,3265,7.3,12.9,37.8,3265,20.9,24.9,35.7,28.7,69550,45.1,54.9,9.9,35.1,60.7,38,1346
1221,25025092300,25,25,3519,8.4,12.1,75.7,3519,0.5,1.3,15,18.8,45238,46.9,53.1,20.9,37.4,65.1,35.9,1317
1222,25025092400,25,25,5984,8.9,10.7,63.9,5984,0.3,0.4,12.9,23.1,31765,45.3,54.7,42.3,37,62.9,30.4,741
1223,25025100100,25,25,6742,8.6,10.9,70.8,6742,0.7,2.9,11.3,20.9,27750,41.2,58.8,30.3,36.8,62.3,28.7,924
1224,25025100200,25,25,3173,7.7,9,76,3173,2.2,2.3,12.6,21.9,39217,47,53,26.4,39,70.5,24.7,1467
1225,25025100300,25,25,4064,10,10.6,78.7,4064,3,1.3,17,33,51385,42.8,57.2,24.8,42,69.4,30.2,1434
1226,25025100400,25,25,5667,10,12.8,62.2,5667,7.2,6.7,16.6,28.7,53708,44.5,55.5,22.3,41,64.8,34.5,1469
1227,25025100500,25,25,7337,6.8,9.6,60.2,7337,8.5,14.4,19.5,25.1,51250,50,50,30.9,37.7,67,33.1,1525
1228,25025100601,25,25,5903,3.7,10.3,41.1,5903,16.1,28.4,31.8,33.4,64508,44.9,55.1,15.7,36.7,57.8,38.4,1346
1229,25025100603,25,25,2092,4.4,7.1,16.5,2092,5.8,74.8,42.8,36.2,86659,45.3,54.7,6.9,28.2,79.4,18.1,1426
1230,25025100700,25,25,4417,5,15.5,2.5,4417,3.5,89.7,39.5,24.4,77625,49.4,50.6,6.4,29.6,91.2,12.6,1173
1231,25025100800,25,25,6583,6.3,15.7,29.2,6583,9.4,49.5,52,34,76841,53.9,46.1,10.2,34.5,73,22.1,1564
1232,25025100900,25,25,4196,7.3,15.7,52.6,4196,7.6,23.6,32.3,29.5,67608,50.5,49.5,11.2,33.2,72.6,24.8,1465
1233,25025101001,25,25,6345,3.3,12.6,77,6345,0,3.2,14,15.5,41840,50.9,49.1,27.2,39.1,67.9,33.3,1184
1234,25025101002,25,25,5779,6.8,13,74.3,5779,0.1,3.3,14.9,28.6,39959,41.2,58.8,17.6,42.2,62,33.9,1107
1235,25025101101,25,25,3789,8.8,12.8,76.7,3789,1.8,0.7,14.8,27.8,59598,48.1,51.9,16.9,41.4,56.8,36.1,1610
1236,25025101102,25,25,5068,6.7,9.2,82.5,5068,1.2,4.3,10.9,21.1,46029,50.5,49.5,26.7,38.9,61.5,36.9,1483
1237,25025110103,25,25,6303,5.4,9.3,19.1,6303,6.7,48.1,46.8,24.2,82422,41,59,14,33.8,61.9,27.3,1368
1238,25025110201,25,25,2512,4.3,8.3,42.6,2512,0.6,18.2,26.1,20.6,43235,42.4,57.6,14.7,34.4,54.6,39,1129
1239,25025110301,25,25,2691,7.4,12.7,30.6,2691,1.4,34.1,39.7,24.3,76563,41.8,58.2,9.5,33.6,57.3,26.5,1338
1240,25025110401,25,25,3768,5.8,13,32.1,3768,1.8,37.7,35.5,19.5,59911,41.5,58.5,14.4,31.8,62.2,30.6,1526
1241,25025110403,25,25,4504,8.9,11.3,21.9,4504,2.7,47.4,43.4,26.6,81071,45.6,54.4,12.2,35.9,52.2,26.3,1517
1242,25025110501,25,25,3544,1.9,12,0.6,3544,0.8,82.1,55.6,14,81500,43.5,56.5,11.2,32.6,75.4,15.9,1445
1243,25025110502,25,25,4656,4.1,10.7,13.7,4656,2.7,52.9,47.6,36.7,85120,48,52,5,32.5,60.2,23.6,1344
1244,25025110601,25,25,2991,2.3,30.4,1.9,2991,6.2,82.5,65.4,17.4,100417,45.3,54.7,7.2,35.1,81.6,14.5,998
1245,25025110607,25,25,5352,4.5,17.2,2.7,5352,3.7,80.9,60.1,34.8,103438,51.7,48.3,5.3,34.9,75.6,15.6,1692
1246,25025120103,25,25,1700,2.5,13.7,2.8,1700,5.7,79.6,90,34.4,136161,47.2,52.8,3.9,28.2,84.1,15.5,2202
1247,25025120104,25,25,2303,3.5,6.6,9.9,2303,2.3,68.6,75.1,21.8,86824,41.7,58.3,17.4,32.3,69,17.7,1780
1248,25025120105,25,25,2756,7.7,22.6,5.3,2756,6.6,79,75,52,144276,39.8,60.2,5.9,26.2,80.6,14.9,2750
1249,25025120201,25,25,3777,5.5,9.1,8.4,3777,1.7,53.9,61.4,54.7,62917,53.3,46.7,14.8,33.5,67.2,21.4,1044
1250,25025120301,25,25,5263,7.1,9.7,15.1,5263,7.2,40.3,59.2,47.3,85313,49.7,50.3,15.8,31.5,52.7,32.7,1630
1251,25025120400,25,25,6324,4.2,13.6,7.2,6324,6.4,72.2,78.2,37.4,84813,37.8,62.2,11,32.5,79.9,19.1,1662
1252,25025120500,25,25,2685,9,7.8,11.6,2685,8.4,35.2,59.9,47.8,75875,53.2,46.8,20.6,31.4,52.5,26,1473
1253,25025120600,25,25,2313,11,8.2,6.2,2313,3.5,76.2,85.6,64.9,107955,47.3,52.7,8.6,30.9,81.9,7.3,1979
1254,25025120700,25,25,2291,5.5,14.8,7.8,2291,13.3,55.8,69.5,64,89375,46.9,53.1,16.5,29.4,60.8,31.6,1695
1255,25025130100,25,25,6632,2.7,16.2,1.3,6632,8.8,77.8,61.8,27.4,84025,46.5,53.5,3,33.2,80.4,20,1663
1256,25025130200,25,25,5269,2.7,17.3,3.9,5269,5.2,85.3,61.8,26.1,106966,48.6,51.4,8.6,30.5,85.2,14.2,1681
1257,25025130300,25,25,4691,2.3,14.6,3.7,4691,5.3,84.1,57.9,27.7,108000,45.2,54.8,0.9,32.9,81.4,13.7,1497
1258,25025130402,25,25,5078,2.3,17.6,2.6,5078,9.6,77.1,43.8,19.4,69703,40,60,6.9,30.7,71.8,23.7,1371
1259,25025130404,25,25,3258,4.8,23.6,12.8,3258,10.6,57.1,40.3,36.8,60987,45.5,54.5,5.4,34.9,65,27.7,1502
1260,25025130406,25,25,6011,4.8,13.7,40.6,6011,7.4,28.5,32.4,36.1,38676,41.8,58.2,21.2,36.2,47.5,33.5,1014
1261,25025140102,25,25,5266,5.8,13,45.5,5266,1.5,29.7,32.2,30,74972,45.7,54.3,6.4,33.9,55.2,31.4,1325
1262,25025140105,25,25,4149,7.5,11.3,30.8,4149,2.8,29.1,27.6,35.1,85139,47.3,52.7,5,35.3,66.5,23.6,1598
1263,25025140106,25,25,2179,7.7,14.2,50.7,2179,0.1,16.2,21,33.9,37195,42.6,57.4,20.5,38.8,40.3,43.1,1092
1264,25025140107,25,25,2688,7.1,11.9,27.1,2688,0,37.6,37.2,34.8,68500,44.8,55.2,9.3,35.1,60.7,25.3,1061
1265,25025140201,25,25,2347,5.7,14.5,31.3,2347,5.8,37.7,28.1,30.2,77000,52.2,47.8,6.3,34.6,61.6,30.6,1317
1266,25025140202,25,25,6525,6.4,12.4,30.9,6525,4.2,32.5,32.6,24.6,74048,49.5,50.5,10.1,38.2,63.6,26.3,1087
1267,25025140300,25,25,7361,6.9,16,48.5,7361,0.4,20.4,25.2,26.7,61211,46.6,53.4,20,33.6,53.6,28.2,1208
1268,25025140400,25,25,8750,7.6,15.6,70.4,8750,0.4,8.8,23.2,32.8,70739,48.1,51.9,13,39.9,62.5,34.4,1426
1269,25025160101,25,25,9286,5.3,5.7,3.2,9286,1.8,11.8,9.9,10.7,60234,50.8,49.2,22.2,32.1,19.6,51,1366
1270,25025160200,25,25,4357,6.6,4.7,1.3,4357,3.7,6.4,11.2,14.2,52633,55.6,44.4,19.4,34.1,16.5,54.3,1301
1271,25025160300,25,25,2476,4.6,23.2,9.2,2476,4,51.1,34.4,34.5,58616,47.7,52.3,15.4,34.3,60.4,27.5,1387
1272,25025160400,25,25,3054,7.2,7.2,7.3,3054,1.3,21.4,21.7,25.4,50076,54,46,13.8,37.1,29.4,44.2,1187
1273,25025160501,25,25,5145,7.3,8.9,4.8,5145,4,17.6,13.8,12.9,43764,50.7,49.3,26.2,30.1,23.6,52,1143
1274,25025160502,25,25,4832,2.7,7.7,3.8,4832,1.9,26.2,17.8,10.5,45224,49.4,50.6,16.8,27.4,34.5,40,1259
1275,25025160601,25,25,4833,7.1,13.7,9,4833,5.6,32,24.9,21,58460,51.6,48.4,16.3,33.4,36.4,42.9,1385
1276,25025160602,25,25,5289,8,11.3,11.8,5289,5.7,30.5,17.5,31.6,57857,46.4,53.6,19.1,31.1,37.1,39.8,1302
1277,25025170100,25,25,7471,7.1,13.6,5.2,7471,1.1,59.5,16.2,26.5,55317,50.8,49.2,7.7,31.6,51.2,34.4,1346
1278,25025170200,25,25,5322,2.9,17.9,6.5,5322,0.8,59.2,16.3,22.7,47543,45.5,54.5,16.6,30.6,52.3,31.2,929
1279,25025170300,25,25,8806,4.1,14.2,5.5,8806,8,66.3,23.7,34.7,68953,49.1,50.9,10.2,28.8,61.5,26.6,1575
1280,25025170400,25,25,6484,5.3,14.5,12.1,6484,3.2,51.2,22.1,25.7,47489,51.2,48.8,14.4,32.6,40.5,40.7,1253
1281,25025170501,25,25,3540,9.5,15,2.7,3540,6,55.1,29.7,43.8,42870,49.8,50.2,17.9,39.1,46,35.5,1471
1282,25025170502,25,25,2652,3.3,31.4,1.8,2652,10.3,76.8,29.6,33.4,54255,45.1,54.9,13.8,46,77.4,19.5,1093
1283,25025170601,25,25,5571,6.6,15.5,3.6,5571,1.7,54.4,20.2,26.8,64132,52.1,47.9,5.4,30.2,49.1,40.4,1290
1284,25025170701,25,25,2068,4.8,14.7,0.1,2068,3.1,62.7,24.1,33.2,42440,53.5,46.5,25.3,35.3,48.9,37.7,1117
1285,25025170702,25,25,6044,6,9.6,5.6,6044,16.4,35.1,13.2,38.9,50434,54.4,45.6,15.4,40.9,28,60.2,1311
1286,25025170800,25,25,5894,7.2,9.3,3.9,5894,2.2,52,12.9,28.2,61810,56.7,43.3,15.8,26.2,50.6,38.7,1411
1287,25025180101,25,25,5001,3.8,22.4,1,5001,0.4,76.8,34.1,40.3,52500,41.6,58.4,10.9,33,63.3,27.6,1166
1288,25025180200,25,25,4053,3.7,17,0.8,4053,1.5,87.8,28.8,21.2,73417,47.6,52.4,7.1,30.5,84,9.3,1286
1289,25025180301,25,25,3073,1.8,18.3,0.1,3073,0.1,94.5,53.4,18.5,92568,49.8,50.2,4.2,30.9,83.3,10.2,1500
1290,25025180400,25,25,2050,8.8,14.5,2.1,2050,1.3,75.8,41.5,38.8,81923,43.5,56.5,6.2,33.8,77.9,15.5,1562
1291,25025180500,25,25,4214,4.8,14.4,0.3,4214,0.3,92.7,30.1,37.4,72586,49,51,10.2,34.2,78.4,17.8,1394
1292,25025980101,25,25,322,2.5,10.9,29.5,322,0,53.7,9,100,,69.6,30.4,77.9,,88.5,6.2,
1293,25025980300,25,25,365,6,3.6,29.6,365,7.7,37,4,66.7,,79.2,20.8,77.4,,65.9,11.2,
1294,25025980700,25,25,8,0,100,0,8,0,100,50,,,50,50,0,,100,0,
1295,25025981000,25,25,0,,,,0,,,,,,,,,,,,
1296,25025981100,25,25,409,12,8.1,51.1,409,0,26.4,14.4,18.1,36023,70.2,29.8,20.2,32.9,73.4,13.7,1522
1297,25025981201,25,25,0,,,,0,,,,,,,,,,,,
1298,25025981202,25,25,224,62.1,0,16.1,224,10.3,70.5,36.5,100,,93.3,6.7,,,93.8,0,
1299,25025981300,25,25,426,9.4,2.8,2.1,426,4.5,56.8,80,41.9,111750,65.3,34.7,3.8,26.3,67.1,29.6,2179
1300,25025981501,25,25,0,,,,0,,,,,,,,,,,,
1301,25025981502,25,25,12,0,0,100,12,0,0,0,0,,33.3,66.7,0,,100,33.3,
1302,25025981600,25,25,0,,,,0,,,,,,,,,,,,
1303,25025981700,25,25,0,,,,0,,,,,,,,,,,,
1304,25025981800,25,25,22,0,100,0,22,0,100,100,,250001,31.8,68.2,0,,59.1,27.3,
1305,25025990101,25,25,71,45.1,0,0,71,0,0,0,100,,81.7,18.3,0,,0,100,
1306,25027700100,25,27,6210,5.4,11.9,1.4,6210,0.1,95,36.9,28.1,85064,49,51,4.8,36.8,96,2,1292
1307,25027701100,25,27,8622,5.3,16.8,1,8622,0.5,92.7,19.4,25.9,63447,52.4,47.6,12.1,32.6,95.9,2.3,738
1308,25027702200,25,27,3423,4,15.1,0.5,3423,0.2,93,17.9,12,77683,51.1,48.9,8.6,33.7,94.7,3.5,918
1309,25027703100,25,27,4257,7.2,17.1,0.9,4257,0,97.6,14.6,16,47278,43.5,56.5,16.7,28.9,97.8,1.1,682
1310,25027703200,25,27,3834,5.6,15.4,1.1,3834,1.5,83.3,18.5,24.4,57059,43.8,56.2,16.7,30.9,91.2,9,884
1311,25027703300,25,27,3589,5.4,18,0,3589,0.8,90.2,21.3,17.7,52250,50.1,49.9,10.3,30.6,95.6,1.6,914
1312,25027704200,25,27,2858,6.6,17.5,1,2858,0.8,94.5,28.2,32.9,70682,46.5,53.5,5.7,34.8,96,3.1,1020
1313,25027705100,25,27,8117,4.8,19,0,8117,1.8,96.2,22.5,22.3,67517,49.2,50.8,4.4,30.8,95.8,4.2,995
1314,25027706100,25,27,4581,5.8,13.1,3.5,4581,0.3,93.9,30.6,24.5,93387,49.7,50.3,2.4,35.6,94.4,3.1,987
1315,25027707100,25,27,4150,4.1,14,0.7,4150,0.3,89.8,19.6,20.9,51679,47.3,52.7,24,27.7,94,1.4,646
1316,25027707200,25,27,2160,5.6,18.1,4.3,2160,0.5,80.3,15.9,20.8,31465,49.4,50.6,24.5,24.4,85.9,8.7,982
1317,25027707300,25,27,3927,9.5,14.3,0.7,3927,2.2,85.8,8.8,24.2,41811,48.1,51.9,18.9,23.9,88.7,7.2,722
1318,25027707400,25,27,4698,7.8,14.4,0.9,4698,1,92,19.7,23.2,60181,47.3,52.7,5.7,25.3,94.7,5.6,888
1319,25027707500,25,27,5561,5.4,18,3.9,5561,1.9,78,24.6,29.5,58032,55.1,44.9,15.5,31,83.6,7.9,750
1320,25027708100,25,27,7566,4.9,16.5,0.2,7566,0.3,95.9,43,28.3,100071,50,50,1.6,29.2,96.1,3.2,1136
1321,25027709100,25,27,4202,6.4,14.9,0.1,4202,1.6,86,36.9,18.9,72656,50.4,49.6,9.8,27,85.8,5.7,903
1322,25027709201,25,27,6711,5.5,19.6,0.6,6711,2.7,79.8,27,31.9,69552,48.3,51.7,8.1,29,84.7,6.9,818
1323,25027709202,25,27,7079,3.3,15.7,4.6,7079,3.7,63.6,22.5,20.2,43981,44.9,55.1,14.7,27.3,65.2,19.7,975
1324,25027709400,25,27,4784,7.2,10.6,4.5,4784,4.9,54.9,18.9,22.4,39239,47.1,52.9,28.1,26.5,63.8,18.8,839
1325,25027709501,25,27,2116,4.8,13.9,1.2,2116,0.4,90.9,43.2,24.4,106719,48.4,51.6,2.4,30.9,91.3,7.7,1290
1326,25027709502,25,27,6054,3.4,17.2,12.3,6054,6.3,67.2,33.8,18.5,69688,47.5,52.5,3.1,27.2,78.8,17.1,947
1327,25027709600,25,27,2806,7.3,10,10.8,2806,0,59.8,20.9,24.8,54250,51.3,48.7,19,20.8,64.3,23.7,956
1328,25027709701,25,27,5059,7.1,19,6,5059,1.1,73.7,26.1,28.2,52885,43.5,56.5,20.2,25.4,79.5,10.6,1018
1329,25027709702,25,27,2635,5.9,18.3,2.3,2635,0,82.6,34.4,28,57935,42.9,57.1,15.9,27.8,82.8,9.4,796
1330,25027710100,25,27,3652,4.9,8.4,3,3652,10.4,46.2,19.8,24.3,49477,45.5,54.5,15.5,24.4,58.8,21.9,982
1331,25027710200,25,27,6742,6.5,16.7,0.3,6742,3.1,78.8,29.2,27.3,67477,52.3,47.7,10.6,29.8,79.8,8.7,990
1332,25027710300,25,27,2989,3.5,9.8,1.8,2989,0.6,78,21.9,14.2,64706,49.4,50.6,10.8,32.3,87.4,3.4,1174
1333,25027710400,25,27,2379,5.4,15.6,1.3,2379,1.3,71.2,18.1,20.6,53393,50.1,49.9,16.3,24,74,12.1,1036
1334,25027710500,25,27,3506,12.1,10.6,8.8,3506,1.1,48.9,8.8,14.1,39696,46.3,53.7,26.5,25,59.9,7,813
1335,25027710600,25,27,6838,7.4,16.9,1.1,6838,3,54.6,11.1,18.8,50729,51.1,48.9,14.8,27,61.8,14.4,1138
1336,25027710700,25,27,1610,11.6,15.6,2.3,1610,5.2,51.6,13.2,41.5,17292,53.2,46.8,42.4,26.5,54.6,12.3,575
1337,25027710800,25,27,4852,14,10.8,7.3,4852,1,53.8,22.5,51.2,37543,49.4,50.6,34.5,22.6,74.4,8,894
1338,25027711000,25,27,3009,16.2,10.1,4.3,3009,5,69.2,17.9,38.8,52857,44.8,55.2,23.8,32.4,76,13,975
1339,25027711100,25,27,5089,11.6,21,5,5089,6.8,81.8,33.4,66.3,71324,44.7,55.3,5.2,22.6,79.8,12.9,919
1340,25027712101,25,27,6563,4.1,17.2,3,6563,2.8,88,34.6,18.8,93205,49,51,10.1,32.6,91.2,7.4,1613
1341,25027712102,25,27,4587,3.8,12.9,1,4587,1.4,86.7,36.8,23.1,102978,47.9,52.1,5.8,34.8,90,5.8,1645
1342,25027713100,25,27,7978,6.9,15.6,4.8,7978,1.1,85.2,37.1,25.9,104331,56.9,43.1,5.3,32.3,88.3,5.6,1092
1343,25027715100,25,27,5167,3.6,12.3,0.4,5167,4.5,90.2,67.4,17.2,151618,49.2,50.8,1.4,36.8,94.4,6.7,
1344,25027716100,25,27,7836,8.6,14.6,0,7836,2,83.7,42.4,33.7,79758,51.3,48.7,1.9,26.2,83.1,9,1279
1345,25027716200,25,27,2519,9.3,13.2,1.7,2519,0.8,73.4,25.6,26.4,54038,55.4,44.6,9.3,24.6,81,14.8,940
1346,25027716300,25,27,3500,3.9,12.2,3.5,3500,0.4,70.4,29.6,23.2,58050,48.8,51.2,12.7,26.6,77.3,17.9,1093
1347,25027717100,25,27,3098,5.2,20,0.7,3098,0.7,96.9,45.7,26.6,97417,50.3,49.7,2.9,29.1,91.6,8,1037
1348,25027718100,25,27,4524,4.2,15.3,1,4524,4.3,91.8,56.3,20.8,97074,49.9,50.1,4.1,29,90.2,6.8,921
1349,25027719100,25,27,8000,4.2,16.1,0.5,8000,1.7,91.6,49.1,20.2,102500,47.8,52.2,6,30.7,94.6,3.8,1270
1350,25027720100,25,27,3438,5.4,18.2,0.6,3438,1,92.5,61.3,25.9,128006,50.8,49.2,6.5,35.5,93.7,5.8,1129
1351,25027721101,25,27,1849,7.1,13.7,0.2,1849,0.2,95.4,35.1,33.7,85938,48.7,51.3,3.8,36.3,97.5,3,1201
1352,25027721102,25,27,8463,5.2,11.4,0.1,8463,1.5,95.7,45.1,17.8,100962,51.6,48.4,2.3,32.2,91.7,6.7,948
1353,25027722100,25,27,5491,6.7,13.4,2,5491,0.7,95.1,29.8,23.1,69432,51.3,48.7,5.7,33,97.6,2.7,966
1354,25027723100,25,27,4271,5.6,17.7,0.7,4271,0.2,97,29.8,16.9,65813,55,45,10.9,35.7,95.7,2.8,722
1355,25027724100,25,27,3777,7.9,20.2,0.1,3777,2.6,94.2,35.4,30.3,67121,48.7,51.3,6.5,28.2,94,4.4,1324
1356,25027725100,25,27,4760,7.3,14.5,0.8,4760,0.8,96.6,24.7,38.3,73133,48.2,51.8,6.3,33.2,96.2,2.4,797
1357,25027726100,25,27,6035,7.9,17.7,0.1,6035,0.4,98.8,30.5,26.7,85224,49.1,50.9,4.1,36.7,97.5,1.2,1071
1358,25027726200,25,27,5821,6,18,1.6,5821,4.5,87.2,14.5,21.9,52938,53,47,20.4,29.5,90.5,6.7,817
1359,25027727100,25,27,4845,6.9,15.9,7,4845,0.7,88.5,54.5,49.9,95595,51.6,48.4,4.6,29.1,86.4,11.5,973
1360,25027728100,25,27,4585,5.9,16.6,1.2,4585,0.6,89.7,55.8,26.8,105735,46.9,53.1,8.6,26.7,91.1,4.4,1640
1361,25027728200,25,27,4037,3.2,15,0.9,4037,1,96.4,55.4,26.5,117368,50.6,49.4,1.6,30.7,92.5,5.6,1375
1362,25027728300,25,27,4743,4.7,17.2,3.3,4743,1.4,90.3,52,20.2,89000,48.7,51.3,3.3,27.1,88.1,9.9,977
1363,25027728400,25,27,5193,3.8,13.7,0,5193,5.6,85.2,52,22.8,100806,50,50,4.8,25.8,87,8.4,1264
1364,25027729100,25,27,5727,10,15.9,6.8,5727,1.2,76.4,27.8,25.5,75855,69.2,30.8,4.9,25.7,82.4,5,1031
1365,25027729200,25,27,2165,5.4,20.7,1.7,2165,2.2,88.5,37.3,33.9,69625,43.1,56.9,13,23.4,88.4,8.7,894
1366,25027730100,25,27,5816,5.6,11.8,10.6,5816,4.9,75.6,41.5,35,76974,45.5,54.5,8.7,28.7,80.2,14,925
1367,25027730200,25,27,5116,4.5,18,6.1,5116,3.8,83.1,39.6,30.3,62943,46.8,53.2,8.6,25,86.1,9.9,1162
1368,25027730300,25,27,5151,5.7,15.5,6.8,5151,3,75.7,37.3,25.5,60313,51.3,48.7,8.7,23.2,79.7,15.2,1012
1369,25027730401,25,27,5165,6.3,18.5,17,5165,3.5,60.3,25,33.7,40635,43.5,56.5,20.9,24.2,69.5,15.5,931
1370,25027730402,25,27,1780,8.3,11.5,10.9,1780,9.7,49.6,26.9,31,53654,48.9,51.1,13.6,25.5,55.4,22.2,973
1371,25027730500,25,27,3562,7.4,5.3,18.6,3562,6.3,56.9,30.4,47.6,47733,55.7,44.3,28.6,21.7,66.5,23.6,1040
1372,25027730600,25,27,9275,16,18.3,8,9275,6.5,79.5,55.1,66.8,76964,46.1,53.9,6,24.5,79.9,13.2,945
1373,25027730700,25,27,6917,7.1,17.8,8,6917,2,73.3,46,36.9,70679,46.9,53.1,6.4,25.8,72.4,20.6,1454
1374,25027730801,25,27,3437,3.4,23.3,0.9,3437,5.2,87.9,62.7,28.8,90882,53.3,46.7,6.6,26.7,85.6,15.5,1538
1375,25027730802,25,27,2097,9.5,14.8,3.1,2097,7.3,75.9,55.1,40.7,87750,52.4,47.6,15.9,23.3,67.5,19.8,1088
1376,25027730901,25,27,3423,11.5,21.4,4,3423,1.2,85.1,57,47.1,69907,48.7,51.3,5.8,25.3,82,16.2,1294
1377,25027730902,25,27,4182,22.5,10.4,11.4,4182,1.1,80,52,75.6,77202,46.8,53.2,17,25.8,76.8,19.9,1106
1378,25027731001,25,27,2272,6.4,15.4,9.2,2272,11.1,64.4,30.3,36.5,74479,48.5,51.5,5.1,22.8,59.2,33.6,1417
1379,25027731002,25,27,5988,8,15.8,9.5,5988,15.1,54.3,29.3,37.2,45063,46.3,53.7,21.6,25.8,65.6,24.4,989
1380,25027731101,25,27,4253,7.5,16,11.1,4253,8,54.6,22.8,24.7,37981,44.3,55.7,29.8,22.4,64.2,22.4,1005
1381,25027731102,25,27,2368,3.8,11.3,15.4,2368,3,74.1,46.8,41.3,59297,46.2,53.8,10.4,23.5,72.3,24.9,1028
1382,25027731202,25,27,1513,30.5,0,8.3,1513,9.2,69.9,0,100,,48.1,51.9,,20.3,74.4,17,
1383,25027731203,25,27,6071,23,13.7,11,6071,16.6,40.6,15.1,72.3,22271,46.4,53.6,36.6,20.7,51.4,33.2,886
1384,25027731204,25,27,2168,14.7,7.2,9.2,2168,9.7,39,13.6,30.8,31991,52.4,47.6,39,19.5,46.5,16.6,1091
